Using GATK jar /scratch2/cropbio/stoecker/WGS_WGGC/WES_WGGC_2021_AG_Schoof/.snakemake/conda/c9dd5efd9313c76cc841b8b834a238c7/share/gatk4-4.1.4.1-1/gatk-package-4.1.4.1-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -jar /scratch2/cropbio/stoecker/WGS_WGGC/WES_WGGC_2021_AG_Schoof/.snakemake/conda/c9dd5efd9313c76cc841b8b834a238c7/share/gatk4-4.1.4.1-1/gatk-package-4.1.4.1-local.jar ApplyBQSR -R resources/genome.fasta -I results/dedup/NA12878.bwa.sorted.bam --bqsr-recal-file results/recal/NA12878.bwa.grp -O results/recal/NA12878.bwa.sorted.bam
09:28:44.002 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/scratch2/cropbio/stoecker/WGS_WGGC/WES_WGGC_2021_AG_Schoof/.snakemake/conda/c9dd5efd9313c76cc841b8b834a238c7/share/gatk4-4.1.4.1-1/gatk-package-4.1.4.1-local.jar!/com/intel/gkl/native/libgkl_compression.so
Aug 13, 2021 9:28:44 AM shaded.cloud_nio.com.google.auth.oauth2.ComputeEngineCredentials runningOnComputeEngine
INFO: Failed to detect whether we are running on Google Compute Engine.
09:28:44.281 INFO  ApplyBQSR - ------------------------------------------------------------
09:28:44.282 INFO  ApplyBQSR - The Genome Analysis Toolkit (GATK) v4.1.4.1
09:28:44.282 INFO  ApplyBQSR - For support and documentation go to https://software.broadinstitute.org/gatk/
09:28:44.282 INFO  ApplyBQSR - Executing as stoecker@cs03 on Linux v5.4.0-66-generic amd64
09:28:44.282 INFO  ApplyBQSR - Java runtime: OpenJDK 64-Bit Server VM v1.8.0_282-b08
09:28:44.282 INFO  ApplyBQSR - Start Date/Time: August 13, 2021 9:28:43 AM UTC
09:28:44.282 INFO  ApplyBQSR - ------------------------------------------------------------
09:28:44.282 INFO  ApplyBQSR - ------------------------------------------------------------
09:28:44.283 INFO  ApplyBQSR - HTSJDK Version: 2.21.0
09:28:44.283 INFO  ApplyBQSR - Picard Version: 2.21.2
09:28:44.283 INFO  ApplyBQSR - HTSJDK Defaults.COMPRESSION_LEVEL : 2
09:28:44.283 INFO  ApplyBQSR - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
09:28:44.283 INFO  ApplyBQSR - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
09:28:44.283 INFO  ApplyBQSR - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
09:28:44.283 INFO  ApplyBQSR - Deflater: IntelDeflater
09:28:44.283 INFO  ApplyBQSR - Inflater: IntelInflater
09:28:44.283 INFO  ApplyBQSR - GCS max retries/reopens: 20
09:28:44.283 INFO  ApplyBQSR - Requester pays: disabled
09:28:44.283 INFO  ApplyBQSR - Initializing engine
09:28:44.552 INFO  ApplyBQSR - Done initializing engine
09:28:44.571 INFO  ProgressMeter - Starting traversal
09:28:44.572 INFO  ProgressMeter -        Current Locus  Elapsed Minutes       Reads Processed     Reads/Minute
09:58:25.910 INFO  ProgressMeter -          11:25484384             29.7             108467000        3653444.8
09:58:35.919 INFO  ProgressMeter -          11:27946292             29.9             109093000        3653998.9
09:58:45.925 INFO  ProgressMeter -          11:30376025             30.0             109704000        3654053.4
09:58:55.939 INFO  ProgressMeter -          11:32717785             30.2             110317000        3654157.3
09:59:05.942 INFO  ProgressMeter -          11:34986962             30.4             110932000        3654348.1
09:59:15.942 INFO  ProgressMeter -          11:37268126             30.5             111546000        3654510.0
09:59:25.953 INFO  ProgressMeter -          11:39722352             30.7             112158000        3654583.2
09:59:35.954 INFO  ProgressMeter -          11:42175861             30.9             112769000        3654642.9
09:59:45.963 INFO  ProgressMeter -          11:44521882             31.0             113380000        3654688.2
09:59:55.964 INFO  ProgressMeter -          11:46787722             31.2             113997000        3654937.1
10:00:05.967 INFO  ProgressMeter -          11:49113220             31.4             114622000        3655438.5
10:00:15.972 INFO  ProgressMeter -          11:51542842             31.5             115232000        3655451.0
10:00:25.975 INFO  ProgressMeter -          11:54151169             31.7             115842000        3655469.1
10:00:35.988 INFO  ProgressMeter -          11:56719444             31.9             116454000        3655530.8
10:00:45.994 INFO  ProgressMeter -          11:58990226             32.0             117056000        3655292.8
10:00:55.997 INFO  ProgressMeter -          11:61253042             32.2             117667000        3655342.6
10:01:06.011 INFO  ProgressMeter -          11:63481405             32.4             118281000        3655463.8
10:01:16.011 INFO  ProgressMeter -          11:65637520             32.5             118895000        3655610.0
10:01:26.011 INFO  ProgressMeter -          11:67823385             32.7             119511000        3655816.0
10:01:36.026 INFO  ProgressMeter -          11:70040089             32.9             120123000        3655870.2
10:01:46.037 INFO  ProgressMeter -          11:72354714             33.0             120733000        3655870.8
10:01:56.051 INFO  ProgressMeter -          11:74614122             33.2             121353000        3656167.1
10:02:06.065 INFO  ProgressMeter -          11:76888393             33.4             121975000        3656522.2
10:02:16.069 INFO  ProgressMeter -          11:79192204             33.5             122595000        3656828.7
10:02:26.075 INFO  ProgressMeter -          11:81572970             33.7             123206000        3656863.2
10:02:36.089 INFO  ProgressMeter -          11:83897111             33.9             123821000        3657001.1
10:02:46.094 INFO  ProgressMeter -          11:86223849             34.0             124436000        3657153.8
10:02:56.104 INFO  ProgressMeter -          11:88528814             34.2             125045000        3657120.6
10:03:06.120 INFO  ProgressMeter -          11:90897395             34.4             125656000        3657135.3
10:03:16.130 INFO  ProgressMeter -          11:93316437             34.5             126267000        3657160.5
10:03:26.134 INFO  ProgressMeter -          11:95615271             34.7             126882000        3657312.9
10:03:36.139 INFO  ProgressMeter -          11:97921299             34.9             127489000        3657229.2
10:03:46.153 INFO  ProgressMeter -         11:100355878             35.0             128102000        3657303.7
10:03:56.162 INFO  ProgressMeter -         11:102680899             35.2             128715000        3657387.9
10:04:06.173 INFO  ProgressMeter -         11:105023546             35.4             129331000        3657549.2
10:04:16.182 INFO  ProgressMeter -         11:107394215             35.5             129944000        3657629.7
10:04:26.194 INFO  ProgressMeter -         11:109686888             35.7             130558000        3657732.3
10:04:36.199 INFO  ProgressMeter -         11:111952562             35.9             131172000        3657845.9
10:04:46.206 INFO  ProgressMeter -         11:114274910             36.0             131785000        3657929.0
10:04:56.218 INFO  ProgressMeter -         11:116584237             36.2             132398000        3657999.5
10:05:06.220 INFO  ProgressMeter -         11:118796200             36.4             133004000        3657897.0
10:05:16.225 INFO  ProgressMeter -         11:121044546             36.5             133621000        3658089.9
10:05:26.231 INFO  ProgressMeter -         11:123325142             36.7             134235000        3658195.9
10:05:36.235 INFO  ProgressMeter -         11:125567464             36.9             134839000        3658034.7
10:05:46.247 INFO  ProgressMeter -         11:127869735             37.0             135448000        3657996.8
10:05:56.253 INFO  ProgressMeter -         11:130088649             37.2             136054000        3657890.0
10:06:06.262 INFO  ProgressMeter -         11:132413145             37.4             136661000        3657802.8
10:06:16.262 INFO  ProgressMeter -         11:134785095             37.5             137274000        3657892.5
10:06:26.271 INFO  ProgressMeter -           12:1966079             37.7             137890000        3658046.5
10:06:36.283 INFO  ProgressMeter -           12:4237917             37.9             138505000        3658167.8
10:06:46.287 INFO  ProgressMeter -           12:6522242             38.0             139122000        3658353.5
10:06:56.289 INFO  ProgressMeter -           12:8833087             38.2             139740000        3658566.9
10:07:06.301 INFO  ProgressMeter -          12:11148292             38.4             140343000        3658371.6
10:07:16.304 INFO  ProgressMeter -          12:13404245             38.5             140949000        3658270.1
10:07:26.316 INFO  ProgressMeter -          12:15678897             38.7             141550000        3658026.0
10:07:36.332 INFO  ProgressMeter -          12:18028523             38.9             142146000        3657649.2
10:07:46.342 INFO  ProgressMeter -          12:20425238             39.0             142750000        3657489.8
10:07:56.351 INFO  ProgressMeter -          12:22782393             39.2             143349000        3657205.9
10:08:06.360 INFO  ProgressMeter -          12:25070832             39.4             143953000        3657051.4
10:08:16.367 INFO  ProgressMeter -          12:27277407             39.5             144555000        3656850.6
10:08:26.381 INFO  ProgressMeter -          12:29546081             39.7             145161000        3656741.6
10:08:36.394 INFO  ProgressMeter -          12:31847090             39.9             145772000        3656760.4
10:08:46.397 INFO  ProgressMeter -          12:34213623             40.0             146388000        3656919.2
10:08:56.412 INFO  ProgressMeter -          12:36205397             40.2             146996000        3656859.5
10:09:06.414 INFO  ProgressMeter -          12:38752733             40.4             147594000        3656572.1
10:09:16.424 INFO  ProgressMeter -          12:41073710             40.5             148197000        3656398.5
10:09:26.425 INFO  ProgressMeter -          12:43434790             40.7             148812000        3656534.6
10:09:36.435 INFO  ProgressMeter -          12:45752547             40.9             149423000        3656558.3
10:09:46.452 INFO  ProgressMeter -          12:48019998             41.0             150039000        3656693.3
10:09:56.462 INFO  ProgressMeter -          12:50248890             41.2             150652000        3656764.7
10:10:06.473 INFO  ProgressMeter -          12:52522804             41.4             151270000        3656954.9
10:10:16.486 INFO  ProgressMeter -          12:54758196             41.5             151878000        3656899.9
10:10:26.490 INFO  ProgressMeter -          12:56981495             41.7             152483000        3656786.5
10:10:36.503 INFO  ProgressMeter -          12:59215186             41.9             153087000        3656637.1
10:10:46.518 INFO  ProgressMeter -          12:61618025             42.0             153697000        3656628.7
10:10:56.527 INFO  ProgressMeter -          12:63973131             42.2             154308000        3656652.7
10:11:06.535 INFO  ProgressMeter -          12:66257639             42.4             154920000        3656701.5
10:11:16.536 INFO  ProgressMeter -          12:68576860             42.5             155534000        3656808.5
10:11:26.540 INFO  ProgressMeter -          12:70869958             42.7             156139000        3656696.7
10:11:36.542 INFO  ProgressMeter -          12:73260847             42.9             156752000        3656776.7
10:11:46.548 INFO  ProgressMeter -          12:75662856             43.0             157361000        3656757.5
10:11:56.556 INFO  ProgressMeter -          12:78039052             43.2             157973000        3656806.4
10:12:06.564 INFO  ProgressMeter -          12:80443426             43.4             158589000        3656944.4
10:12:16.578 INFO  ProgressMeter -             unmapped             43.5             159209000        3657166.2
10:12:26.579 INFO  ProgressMeter -          12:85319288             43.7             159818000        3657152.7
10:12:36.593 INFO  ProgressMeter -          12:87738726             43.9             160427000        3657121.3
10:12:46.603 INFO  ProgressMeter -          12:90068324             44.0             161039000        3657163.8
10:12:56.614 INFO  ProgressMeter -          12:92337079             44.2             161646000        3657091.4
10:13:06.615 INFO  ProgressMeter -          12:94553220             44.4             162248000        3656920.6
10:13:16.621 INFO  ProgressMeter -          12:96826292             44.5             162861000        3656992.7
10:13:26.622 INFO  ProgressMeter -          12:99147068             44.7             163473000        3657045.9
10:13:36.626 INFO  ProgressMeter -         12:101477254             44.9             164085000        3657096.0
10:13:46.627 INFO  ProgressMeter -         12:103729749             45.0             164693000        3657061.0
10:13:56.633 INFO  ProgressMeter -         12:105953745             45.2             165298000        3656953.1
10:14:06.644 INFO  ProgressMeter -         12:108241979             45.4             165911000        3657015.7
10:14:16.646 INFO  ProgressMeter -         12:110448506             45.5             166515000        3656892.2
10:14:26.656 INFO  ProgressMeter -         12:112662392             45.7             167119000        3656758.9
10:14:36.658 INFO  ProgressMeter -         12:114892277             45.9             167722000        3656615.4
10:14:46.663 INFO  ProgressMeter -         12:117204984             46.0             168328000        3656534.1
10:14:56.669 INFO  ProgressMeter -         12:119500176             46.2             168933000        3656430.5
10:15:06.681 INFO  ProgressMeter -         12:121723081             46.4             169539000        3656341.3
10:15:16.684 INFO  ProgressMeter -         12:123941685             46.5             170147000        3656307.5
10:15:26.684 INFO  ProgressMeter -         12:126172448             46.7             170759000        3656363.5
10:15:36.692 INFO  ProgressMeter -         12:128567948             46.9             171372000        3656430.0
10:15:46.705 INFO  ProgressMeter -         12:130921797             47.0             171987000        3656532.1
10:15:56.718 INFO  ProgressMeter -         12:133097718             47.2             172605000        3656697.1
10:16:06.724 INFO  ProgressMeter -          13:18214878             47.4             173209000        3656574.3
10:16:16.728 INFO  ProgressMeter -          13:20599542             47.5             173805000        3656286.7
10:16:26.734 INFO  ProgressMeter -          13:22894983             47.7             174411000        3656208.1
10:16:36.742 INFO  ProgressMeter -          13:25209332             47.9             175041000        3656629.0
10:16:46.757 INFO  ProgressMeter -          13:27521480             48.0             175651000        3656621.6
10:16:56.760 INFO  ProgressMeter -          13:29795052             48.2             176259000        3656588.0
10:17:06.766 INFO  ProgressMeter -          13:32053941             48.4             176864000        3656488.8
10:17:16.770 INFO  ProgressMeter -          13:34352235             48.5             177474000        3656495.9
10:17:26.779 INFO  ProgressMeter -          13:36725093             48.7             178081000        3656435.0
10:17:36.779 INFO  ProgressMeter -          13:39132753             48.9             178692000        3656467.6
10:17:46.787 INFO  ProgressMeter -          13:41411141             49.0             179300000        3656428.9
10:17:56.801 INFO  ProgressMeter -          13:43633177             49.2             179902000        3656261.1
10:18:06.809 INFO  ProgressMeter -          13:45907518             49.4             180508000        3656182.8
10:18:16.821 INFO  ProgressMeter -          13:48168840             49.5             181115000        3656121.6
10:18:26.831 INFO  ProgressMeter -          13:50445699             49.7             181724000        3656101.0
10:18:36.846 INFO  ProgressMeter -          13:52727799             49.9             182332000        3656055.6
10:18:46.848 INFO  ProgressMeter -          13:55133492             50.0             182938000        3655987.5
10:18:56.855 INFO  ProgressMeter -          13:57568312             50.2             183541000        3655851.7
10:19:06.865 INFO  ProgressMeter -          13:60011318             50.4             184153000        3655893.1
10:19:16.882 INFO  ProgressMeter -          13:62369984             50.5             184751000        3655649.9
10:19:26.886 INFO  ProgressMeter -          13:64738237             50.7             185349000        3655421.5
10:19:36.893 INFO  ProgressMeter -          13:67185034             50.9             185952000        3655290.5
10:19:46.894 INFO  ProgressMeter -          13:69601846             51.0             186553000        3655128.4
10:19:56.902 INFO  ProgressMeter -          13:72012358             51.2             187155000        3654978.5
10:20:06.902 INFO  ProgressMeter -          13:74369811             51.4             187760000        3654897.4
10:20:16.912 INFO  ProgressMeter -          13:76636224             51.5             188360000        3654708.1
10:20:26.921 INFO  ProgressMeter -          13:78900132             51.7             188964000        3654598.5
10:20:36.933 INFO  ProgressMeter -          13:81255676             51.9             189567000        3654466.8
10:20:46.933 INFO  ProgressMeter -          13:83689088             52.0             190169000        3654330.8
10:20:56.936 INFO  ProgressMeter -          13:86137923             52.2             190773000        3654230.5
10:21:06.946 INFO  ProgressMeter -          13:88641433             52.4             191378000        3654141.7
10:21:16.962 INFO  ProgressMeter -          13:91029794             52.5             191976000        3653913.4
10:21:26.970 INFO  ProgressMeter -          13:93402731             52.7             192578000        3653771.6
10:21:36.978 INFO  ProgressMeter -          13:95760226             52.9             193184000        3653706.4
10:21:46.984 INFO  ProgressMeter -          13:98073679             53.0             193786000        3653568.4
10:21:56.998 INFO  ProgressMeter -         13:100295121             53.2             194388000        3653422.2
10:22:07.005 INFO  ProgressMeter -         13:102577573             53.4             194987000        3653228.7
10:22:17.006 INFO  ProgressMeter -         13:104911696             53.5             195591000        3653136.5
10:22:27.011 INFO  ProgressMeter -         13:107340950             53.7             196205000        3653226.6
10:22:37.025 INFO  ProgressMeter -         13:109733166             53.9             196812000        3653176.1
10:22:47.025 INFO  ProgressMeter -         13:112104422             54.0             197412000        3653012.1
10:22:57.032 INFO  ProgressMeter -         13:114293560             54.2             198018000        3652951.9
10:23:07.040 INFO  ProgressMeter -          14:18625627             54.4             198633000        3653056.5
10:23:17.053 INFO  ProgressMeter -          14:20888251             54.5             199250000        3653191.6
10:23:27.063 INFO  ProgressMeter -          14:23101345             54.7             199853000        3653073.2
10:23:37.070 INFO  ProgressMeter -          14:25340385             54.9             200458000        3652995.4
10:23:47.080 INFO  ProgressMeter -          14:27746789             55.0             201065000        3652951.0
10:23:57.081 INFO  ProgressMeter -          14:30122846             55.2             201666000        3652808.2
10:24:07.083 INFO  ProgressMeter -          14:32413055             55.4             202272000        3652755.4
10:24:17.099 INFO  ProgressMeter -          14:34703906             55.5             202877000        3652670.7
10:24:27.099 INFO  ProgressMeter -          14:36955448             55.7             203483000        3652619.7
10:24:37.100 INFO  ProgressMeter -          14:39292038             55.9             204088000        3652551.1
10:24:47.106 INFO  ProgressMeter -          14:41628645             56.0             204687000        3652370.5
10:24:57.110 INFO  ProgressMeter -          14:44005315             56.2             205284000        3652157.5
10:25:07.116 INFO  ProgressMeter -          14:46350181             56.4             205888000        3652067.8
10:25:17.121 INFO  ProgressMeter -          14:48710554             56.5             206487000        3651891.2
10:25:27.131 INFO  ProgressMeter -          14:50948392             56.7             207092000        3651816.2
10:25:37.132 INFO  ProgressMeter -          14:53179309             56.9             207694000        3651698.4
10:25:47.148 INFO  ProgressMeter -          14:55421382             57.0             208300000        3651635.5
10:25:57.159 INFO  ProgressMeter -          14:57724734             57.2             208905000        3651560.8
10:26:07.163 INFO  ProgressMeter -          14:60011421             57.4             209509000        3651476.5
10:26:17.172 INFO  ProgressMeter -          14:62237490             57.5             210113000        3651387.4
10:26:27.182 INFO  ProgressMeter -          14:64436293             57.7             210707000        3651124.4
10:26:37.195 INFO  ProgressMeter -          14:66643047             57.9             211308000        3650980.8
10:26:47.209 INFO  ProgressMeter -          14:68865537             58.0             211914000        3650923.1
10:26:57.214 INFO  ProgressMeter -          14:71064325             58.2             212516000        3650807.5
10:27:07.222 INFO  ProgressMeter -          14:73287265             58.4             213118000        3650687.3
10:27:17.230 INFO  ProgressMeter -          14:75528648             58.5             213723000        3650621.2
10:27:27.234 INFO  ProgressMeter -          14:77735015             58.7             214325000        3650506.4
10:27:37.248 INFO  ProgressMeter -          14:80048536             58.9             214928000        3650399.9
10:27:47.261 INFO  ProgressMeter -          14:82374287             59.0             215527000        3650227.3
10:27:57.275 INFO  ProgressMeter -          14:84788592             59.2             216127000        3650071.5
10:28:07.291 INFO  ProgressMeter -          14:87215705             59.4             216730000        3649965.1
10:28:17.304 INFO  ProgressMeter -          14:89515719             59.5             217334000        3649879.1
10:28:27.304 INFO  ProgressMeter -          14:91753264             59.7             217939000        3649823.7
10:28:37.308 INFO  ProgressMeter -          14:93980171             59.9             218545000        3649781.1
10:28:47.315 INFO  ProgressMeter -          14:96237090             60.0             219154000        3649786.7
10:28:57.317 INFO  ProgressMeter -          14:98556949             60.2             219762000        3649779.8
10:29:07.330 INFO  ProgressMeter -         14:100877495             60.4             220406000        3650357.0
10:29:17.333 INFO  ProgressMeter -         14:103120603             60.5             221028000        3650579.7
10:29:27.339 INFO  ProgressMeter -         14:105244132             60.7             221642000        3650664.5
10:29:37.348 INFO  ProgressMeter -          15:18308529             60.9             222255000        3650730.3
10:29:47.360 INFO  ProgressMeter -          15:20595295             61.0             222867000        3650776.4
10:29:57.367 INFO  ProgressMeter -          15:23865557             61.2             223478000        3650810.9
10:30:07.377 INFO  ProgressMeter -          15:26291286             61.4             224090000        3650858.5
10:30:17.383 INFO  ProgressMeter -          15:28667526             61.5             224701000        3650893.6
10:30:27.385 INFO  ProgressMeter -          15:31037593             61.7             225304000        3650802.8
10:30:37.397 INFO  ProgressMeter -          15:33423381             61.9             225914000        3650815.8
10:30:47.401 INFO  ProgressMeter -          15:35710204             62.0             226523000        3650820.4
10:30:57.411 INFO  ProgressMeter -          15:38062323             62.2             227133000        3650835.2
10:31:07.414 INFO  ProgressMeter -          15:40285917             62.4             227737000        3650760.6
10:31:17.426 INFO  ProgressMeter -          15:42491399             62.5             228348000        3650789.5
10:31:27.438 INFO  ProgressMeter -          15:44755010             62.7             228960000        3650834.2
10:31:37.445 INFO  ProgressMeter -          15:47045921             62.9             229563000        3650740.4
10:31:47.448 INFO  ProgressMeter -          15:49382510             63.0             230172000        3650746.2
10:31:57.454 INFO  ProgressMeter -          15:51642314             63.2             230782000        3650764.8
10:32:07.454 INFO  ProgressMeter -          15:53895570             63.4             231388000        3650725.9
10:32:17.460 INFO  ProgressMeter -          15:56215501             63.5             232001000        3650791.7
10:32:27.464 INFO  ProgressMeter -          15:58497759             63.7             232612000        3650827.7
10:32:37.479 INFO  ProgressMeter -          15:60740618             63.9             233220000        3650806.0
10:32:47.484 INFO  ProgressMeter -          15:63002412             64.0             233830000        3650825.2
10:32:57.495 INFO  ProgressMeter -          15:65223934             64.2             234436000        3650776.3
10:33:07.504 INFO  ProgressMeter -          15:67439144             64.4             235042000        3650729.5
10:33:17.510 INFO  ProgressMeter -          15:69695638             64.5             235653000        3650763.3
10:33:27.519 INFO  ProgressMeter -          15:71968633             64.7             236262000        3650763.2
10:33:37.527 INFO  ProgressMeter -          15:74200094             64.9             236870000        3650748.6
10:33:47.536 INFO  ProgressMeter -          15:76395067             65.0             237481000        3650780.2
10:33:57.536 INFO  ProgressMeter -          15:78608153             65.2             238088000        3650756.8
10:34:07.550 INFO  ProgressMeter -          15:80813244             65.4             238689000        3650630.6
10:34:17.561 INFO  ProgressMeter -          15:83019402             65.5             239291000        3650521.3
10:34:27.569 INFO  ProgressMeter -          15:85358725             65.7             239893000        3650417.1
10:34:37.570 INFO  ProgressMeter -          15:87638147             65.9             240499000        3650379.7
10:34:47.582 INFO  ProgressMeter -          15:89862723             66.1             241100000        3650255.7
10:34:57.590 INFO  ProgressMeter -          15:92045441             66.2             241702000        3650152.1
10:35:07.594 INFO  ProgressMeter -          15:94313386             66.4             242308000        3650112.9
10:35:17.594 INFO  ProgressMeter -          15:96681201             66.6             242912000        3650047.5
10:35:27.601 INFO  ProgressMeter -          15:99008116             66.7             243517000        3649991.0
10:35:37.614 INFO  ProgressMeter -         15:101208292             66.9             244121000        3649914.5
10:35:47.617 INFO  ProgressMeter -           16:1234666             67.1             244727000        3649877.1
10:35:57.623 INFO  ProgressMeter -           16:3286250             67.2             245331000        3649807.6
10:36:07.632 INFO  ProgressMeter -           16:5498663             67.4             245941000        3649824.6
10:36:17.634 INFO  ProgressMeter -           16:7857209             67.6             246547000        3649788.7
10:36:27.649 INFO  ProgressMeter -          16:10207391             67.7             247175000        3650066.2
10:36:37.656 INFO  ProgressMeter -          16:12443443             67.9             247791000        3650172.7
10:36:47.670 INFO  ProgressMeter -          16:14731045             68.1             248405000        3650243.9
10:36:57.679 INFO  ProgressMeter -          16:17035155             68.2             249036000        3650566.7
10:37:07.690 INFO  ProgressMeter -          16:19372872             68.4             249637000        3650448.3
10:37:17.691 INFO  ProgressMeter -          16:21566840             68.6             250240000        3650368.5
10:37:27.700 INFO  ProgressMeter -          16:23556592             68.7             250840000        3650238.4
10:37:37.705 INFO  ProgressMeter -          16:25820705             68.9             251446000        3650199.5
10:37:47.715 INFO  ProgressMeter -          16:28045859             69.1             252047000        3650084.0
10:37:57.723 INFO  ProgressMeter -          16:30238782             69.2             252650000        3649999.7
10:38:07.732 INFO  ProgressMeter -          16:32408492             69.4             253254000        3649929.4
10:38:17.746 INFO  ProgressMeter -          16:34573031             69.6             253851000        3649754.4
10:38:27.748 INFO  ProgressMeter -          16:34594073             69.7             254465000        3649834.5
10:38:37.753 INFO  ProgressMeter -          16:36629362             69.9             255093000        3650111.9
10:38:47.766 INFO  ProgressMeter -          16:46387614             70.1             255703000        3650124.2
10:38:57.776 INFO  ProgressMeter -          16:46390790             70.2             256304000        3650011.6
10:39:07.782 INFO  ProgressMeter -          16:46399349             70.4             256914000        3650029.2
10:39:17.788 INFO  ProgressMeter -          16:47307327             70.6             257521000        3650005.1
10:39:27.794 INFO  ProgressMeter -          16:49566715             70.7             258130000        3650009.4
10:39:37.794 INFO  ProgressMeter -          16:51825826             70.9             258739000        3650018.7
10:39:47.800 INFO  ProgressMeter -          16:54151348             71.1             259345000        3649980.7
10:39:57.802 INFO  ProgressMeter -          16:56440542             71.2             259951000        3649946.3
10:40:07.815 INFO  ProgressMeter -          16:58637036             71.4             260556000        3649888.6
10:40:17.825 INFO  ProgressMeter -          16:61015230             71.6             261163000        3649861.8
10:40:27.832 INFO  ProgressMeter -          16:63515979             71.7             261782000        3650004.9
10:40:37.835 INFO  ProgressMeter -          16:65951474             71.9             262400000        3650136.8
10:40:47.844 INFO  ProgressMeter -          16:68153684             72.1             263008000        3650124.3
10:40:57.852 INFO  ProgressMeter -          16:70370391             72.2             263614000        3650084.9
10:41:07.867 INFO  ProgressMeter -          16:72619624             72.4             264226000        3650123.6
10:41:17.866 INFO  ProgressMeter -          16:74910324             72.6             264837000        3650160.1
10:41:27.870 INFO  ProgressMeter -          16:77208117             72.7             265446000        3650165.5
10:41:37.876 INFO  ProgressMeter -          16:79556961             72.9             266050000        3650100.7
10:41:47.889 INFO  ProgressMeter -          16:81805654             73.1             266656000        3650057.7
10:41:57.898 INFO  ProgressMeter -          16:84053124             73.2             267260000        3649990.9
10:42:07.907 INFO  ProgressMeter -          16:86194616             73.4             267865000        3649938.1
10:42:17.922 INFO  ProgressMeter -          16:88358744             73.6             268475000        3649948.5
10:42:27.930 INFO  ProgressMeter -            17:259432             73.7             269087000        3649991.7
10:42:37.945 INFO  ProgressMeter -           17:2455780             73.9             269695000        3649974.9
10:42:47.956 INFO  ProgressMeter -           17:4756784             74.1             270328000        3650299.0
10:42:57.964 INFO  ProgressMeter -           17:6991582             74.2             270933000        3650246.8
10:43:07.978 INFO  ProgressMeter -           17:9193325             74.4             271537000        3650176.6
10:43:17.986 INFO  ProgressMeter -          17:11488810             74.6             272138000        3650071.3
10:43:27.989 INFO  ProgressMeter -          17:13861538             74.7             272740000        3649983.9
10:43:37.998 INFO  ProgressMeter -          17:16212310             74.9             273354000        3650052.3
10:43:48.008 INFO  ProgressMeter -          17:18357601             75.1             273965000        3650079.6
10:43:58.019 INFO  ProgressMeter -          17:20641807             75.2             274574000        3650079.4
10:44:08.019 INFO  ProgressMeter -          17:22146200             75.4             275224000        3650631.9
10:44:18.028 INFO  ProgressMeter -          17:25421854             75.6             275848000        3650830.6
10:44:28.044 INFO  ProgressMeter -          17:26885316             75.7             276475000        3651063.3
10:44:38.057 INFO  ProgressMeter -          17:28911337             75.9             277090000        3651137.5
10:44:48.059 INFO  ProgressMeter -          17:31147703             76.1             277702000        3651181.7
10:44:58.064 INFO  ProgressMeter -          17:33380344             76.2             278307000        3651131.3
10:45:08.072 INFO  ProgressMeter -          17:35646637             76.4             278910000        3651052.7
10:45:18.123 INFO  ProgressMeter -          17:37957994             76.6             279515000        3650966.3
10:45:28.128 INFO  ProgressMeter -          17:40284248             76.7             280119000        3650903.8
10:45:38.133 INFO  ProgressMeter -          17:42485186             76.9             280722000        3650828.5
10:45:48.144 INFO  ProgressMeter -          17:44528842             77.1             281324000        3650735.8
10:45:58.155 INFO  ProgressMeter -          17:46564440             77.2             281931000        3650708.3
10:46:08.166 INFO  ProgressMeter -          17:48840542             77.4             282537000        3650668.0
10:46:18.166 INFO  ProgressMeter -          17:51044176             77.6             283143000        3650636.5
10:46:28.176 INFO  ProgressMeter -          17:53374895             77.7             283749000        3650597.3
10:46:38.183 INFO  ProgressMeter -          17:55732501             77.9             284355000        3650561.3
10:46:48.196 INFO  ProgressMeter -          17:57999869             78.1             284966000        3650583.4
10:46:58.203 INFO  ProgressMeter -          17:60249019             78.2             285575000        3650585.2
10:47:08.218 INFO  ProgressMeter -          17:62546408             78.4             286191000        3650670.1
10:47:18.231 INFO  ProgressMeter -          17:64831204             78.6             286809000        3650781.7
10:47:28.237 INFO  ProgressMeter -          17:67050224             78.7             287415000        3650745.8
10:47:38.248 INFO  ProgressMeter -          17:69292092             78.9             288021000        3650706.1
10:47:48.250 INFO  ProgressMeter -          17:71648908             79.1             288628000        3650686.2
10:47:58.260 INFO  ProgressMeter -          17:73918929             79.2             289229000        3650584.6
10:48:08.263 INFO  ProgressMeter -          17:76090919             79.4             289836000        3650564.2
10:48:18.274 INFO  ProgressMeter -          17:78274780             79.6             290445000        3650563.0
10:48:28.280 INFO  ProgressMeter -          17:80424286             79.7             291049000        3650502.9
10:48:38.293 INFO  ProgressMeter -          17:82539366             79.9             291659000        3650512.8
