Using GATK jar /scratch2/cropbio/stoecker/WGS_WGGC/WES_WGGC_2021_AG_Schoof/.snakemake/conda/c9dd5efd9313c76cc841b8b834a238c7/share/gatk4-4.1.4.1-1/gatk-package-4.1.4.1-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -jar /scratch2/cropbio/stoecker/WGS_WGGC/WES_WGGC_2021_AG_Schoof/.snakemake/conda/c9dd5efd9313c76cc841b8b834a238c7/share/gatk4-4.1.4.1-1/gatk-package-4.1.4.1-local.jar ApplyBQSR -R resources/genome.fasta -I results/dedup/NA12878.bwa.sorted.bam --bqsr-recal-file results/recal/NA12878.bwa.grp -O results/recal/NA12878.bwa.sorted.bam
09:28:44.002 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/scratch2/cropbio/stoecker/WGS_WGGC/WES_WGGC_2021_AG_Schoof/.snakemake/conda/c9dd5efd9313c76cc841b8b834a238c7/share/gatk4-4.1.4.1-1/gatk-package-4.1.4.1-local.jar!/com/intel/gkl/native/libgkl_compression.so
Aug 13, 2021 9:28:44 AM shaded.cloud_nio.com.google.auth.oauth2.ComputeEngineCredentials runningOnComputeEngine
INFO: Failed to detect whether we are running on Google Compute Engine.
09:28:44.281 INFO  ApplyBQSR - ------------------------------------------------------------
09:28:44.282 INFO  ApplyBQSR - The Genome Analysis Toolkit (GATK) v4.1.4.1
09:28:44.282 INFO  ApplyBQSR - For support and documentation go to https://software.broadinstitute.org/gatk/
09:28:44.282 INFO  ApplyBQSR - Executing as stoecker@cs03 on Linux v5.4.0-66-generic amd64
09:28:44.282 INFO  ApplyBQSR - Java runtime: OpenJDK 64-Bit Server VM v1.8.0_282-b08
09:28:44.282 INFO  ApplyBQSR - Start Date/Time: August 13, 2021 9:28:43 AM UTC
09:28:44.282 INFO  ApplyBQSR - ------------------------------------------------------------
09:28:44.282 INFO  ApplyBQSR - ------------------------------------------------------------
09:28:44.283 INFO  ApplyBQSR - HTSJDK Version: 2.21.0
09:28:44.283 INFO  ApplyBQSR - Picard Version: 2.21.2
09:28:44.283 INFO  ApplyBQSR - HTSJDK Defaults.COMPRESSION_LEVEL : 2
09:28:44.283 INFO  ApplyBQSR - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
09:28:44.283 INFO  ApplyBQSR - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
09:28:44.283 INFO  ApplyBQSR - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
09:28:44.283 INFO  ApplyBQSR - Deflater: IntelDeflater
09:28:44.283 INFO  ApplyBQSR - Inflater: IntelInflater
09:28:44.283 INFO  ApplyBQSR - GCS max retries/reopens: 20
09:28:44.283 INFO  ApplyBQSR - Requester pays: disabled
09:28:44.283 INFO  ApplyBQSR - Initializing engine
09:28:44.552 INFO  ApplyBQSR - Done initializing engine
09:28:44.571 INFO  ProgressMeter - Starting traversal
09:28:44.572 INFO  ProgressMeter -        Current Locus  Elapsed Minutes       Reads Processed     Reads/Minute
10:48:48.299 INFO  ProgressMeter -            18:483898             80.1             292266000        3650490.5
10:48:58.311 INFO  ProgressMeter -           18:2811117             80.2             292879000        3650538.6
10:49:08.324 INFO  ProgressMeter -           18:5152463             80.4             293494000        3650610.6
10:49:18.325 INFO  ProgressMeter -           18:7530071             80.6             294107000        3650667.2
10:49:28.328 INFO  ProgressMeter -           18:9801874             80.7             294717000        3650684.2
10:49:38.342 INFO  ProgressMeter -          18:12067583             80.9             295330000        3650729.2
10:49:48.356 INFO  ProgressMeter -          18:14349931             81.1             295946000        3650811.8
10:49:58.367 INFO  ProgressMeter -          18:16599165             81.2             296558000        3650847.0
10:50:08.379 INFO  ProgressMeter -          18:19778112             81.4             297169000        3650869.1
10:50:18.392 INFO  ProgressMeter -          18:22551094             81.6             297785000        3650951.6
10:50:28.404 INFO  ProgressMeter -          18:24827412             81.7             298398000        3650997.8
10:50:38.404 INFO  ProgressMeter -          18:27130184             81.9             299005000        3650979.5
10:50:48.411 INFO  ProgressMeter -          18:29595161             82.1             299625000        3651114.5
10:50:58.419 INFO  ProgressMeter -          18:31981253             82.2             300237000        3651150.9
10:51:08.433 INFO  ProgressMeter -          18:34387303             82.4             300850000        3651194.9
10:51:18.439 INFO  ProgressMeter -          18:36741037             82.6             301462000        3651232.5
10:51:28.446 INFO  ProgressMeter -          18:39144138             82.7             302076000        3651293.3
10:51:38.446 INFO  ProgressMeter -          18:41606866             82.9             302690000        3651359.1
10:51:48.455 INFO  ProgressMeter -          18:43994284             83.1             303299000        3651357.8
10:51:58.457 INFO  ProgressMeter -          18:46327171             83.2             303909000        3651373.6
10:52:08.473 INFO  ProgressMeter -          18:48636018             83.4             304521000        3651403.2
10:52:18.485 INFO  ProgressMeter -          18:50918485             83.6             305138000        3651495.3
10:52:28.496 INFO  ProgressMeter -          18:53275268             83.7             305753000        3651564.0
10:52:38.501 INFO  ProgressMeter -          18:55593962             83.9             306365000        3651601.0
10:52:48.505 INFO  ProgressMeter -          18:57903046             84.1             306973000        3651590.9
10:52:58.506 INFO  ProgressMeter -          18:60170413             84.2             307587000        3651654.3
10:53:08.518 INFO  ProgressMeter -          18:62430815             84.4             308187000        3651543.7
10:53:18.531 INFO  ProgressMeter -          18:64703924             84.6             308802000        3651610.1
10:53:28.543 INFO  ProgressMeter -          18:67127985             84.7             309414000        3651641.6
10:53:38.555 INFO  ProgressMeter -          18:69607590             84.9             310039000        3651826.1
10:53:48.564 INFO  ProgressMeter -          18:71983928             85.1             310645000        3651788.6
10:53:58.575 INFO  ProgressMeter -          18:74386465             85.2             311252000        3651761.6
10:54:08.584 INFO  ProgressMeter -          18:76689984             85.4             311858000        3651724.5
10:54:18.590 INFO  ProgressMeter -          18:78996176             85.6             312471000        3651771.4
10:54:28.596 INFO  ProgressMeter -            19:921281             85.7             313084000        3651818.1
10:54:38.616 INFO  ProgressMeter -           19:3003609             85.9             313700000        3651889.7
10:54:48.619 INFO  ProgressMeter -           19:5159671             86.1             314312000        3651926.5
10:54:58.634 INFO  ProgressMeter -           19:7311759             86.2             314907000        3651757.6
10:55:08.634 INFO  ProgressMeter -           19:9355483             86.4             315513000        3651727.2
10:55:18.643 INFO  ProgressMeter -          19:11570616             86.6             316128000        3651794.5
10:55:28.649 INFO  ProgressMeter -          19:13788662             86.7             316733000        3651748.4
10:55:38.654 INFO  ProgressMeter -          19:16007935             86.9             317341000        3651737.7
10:55:48.659 INFO  ProgressMeter -          19:18186231             87.1             317944000        3651670.4
10:55:58.673 INFO  ProgressMeter -          19:20337097             87.2             318546000        3651584.1
10:56:08.682 INFO  ProgressMeter -          19:22716399             87.4             319150000        3651525.9
10:56:18.690 INFO  ProgressMeter -          19:25088068             87.6             319760000        3651535.8
10:56:28.693 INFO  ProgressMeter -          19:26823710             87.7             320368000        3651527.0
10:56:38.704 INFO  ProgressMeter -          19:28598767             87.9             320975000        3651501.3
10:56:48.718 INFO  ProgressMeter -          19:30884186             88.1             321578000        3651428.3
10:56:58.724 INFO  ProgressMeter -          19:33220651             88.2             322185000        3651406.3
10:57:08.726 INFO  ProgressMeter -          19:35395263             88.4             322784000        3651296.7
10:57:18.736 INFO  ProgressMeter -          19:37302833             88.6             323390000        3651261.0
10:57:28.740 INFO  ProgressMeter -          19:39504511             88.7             323995000        3651218.4
10:57:38.743 INFO  ProgressMeter -          19:41704065             88.9             324600000        3651176.5
10:57:48.755 INFO  ProgressMeter -          19:43913911             89.1             325204000        3651117.5
10:57:58.768 INFO  ProgressMeter -          19:46125386             89.2             325810000        3651080.4
10:58:08.772 INFO  ProgressMeter -          19:48250892             89.4             326417000        3651060.7
10:58:18.773 INFO  ProgressMeter -          19:50312817             89.6             327020000        3650998.5
10:58:28.776 INFO  ProgressMeter -          19:52597151             89.7             327628000        3650990.9
10:58:38.787 INFO  ProgressMeter -          19:54847443             89.9             328236000        3650977.9
10:58:48.796 INFO  ProgressMeter -          19:57101405             90.1             328844000        3650966.4
10:58:58.811 INFO  ProgressMeter -             2:784302             90.2             329454000        3650972.9
10:59:08.825 INFO  ProgressMeter -            2:3144061             90.4             330070000        3651046.5
10:59:18.830 INFO  ProgressMeter -            2:5485287             90.6             330686000        3651125.9
10:59:28.839 INFO  ProgressMeter -            2:7837666             90.7             331293000        3651103.1
10:59:38.839 INFO  ProgressMeter -           2:10108261             90.9             331905000        3651141.4
10:59:48.843 INFO  ProgressMeter -           2:12358730             91.1             332515000        3651154.9
10:59:58.851 INFO  ProgressMeter -           2:14723153             91.2             333130000        3651220.6
11:00:08.857 INFO  ProgressMeter -           2:17090952             91.4             333742000        3651254.4
11:00:18.873 INFO  ProgressMeter -           2:19400188             91.6             334350000        3651237.9
11:00:28.881 INFO  ProgressMeter -           2:21684362             91.7             334958000        3651226.7
11:00:38.886 INFO  ProgressMeter -           2:23956323             91.9             335562000        3651174.0
11:00:48.902 INFO  ProgressMeter -           2:26161720             92.1             336165000        3651104.1
11:00:58.908 INFO  ProgressMeter -           2:28413743             92.2             336780000        3651169.7
11:01:08.913 INFO  ProgressMeter -           2:30703003             92.4             337385000        3651128.2
11:01:18.915 INFO  ProgressMeter -           2:32916230             92.6             337994000        3651132.1
11:01:28.926 INFO  ProgressMeter -           2:32916486             92.7             338652000        3651658.4
11:01:38.934 INFO  ProgressMeter -           2:34775387             92.9             339279000        3651851.1
11:01:48.946 INFO  ProgressMeter -           2:37104279             93.1             339883000        3651793.4
11:01:58.953 INFO  ProgressMeter -           2:39314526             93.2             340478000        3651642.6
11:02:08.956 INFO  ProgressMeter -           2:41620138             93.4             341083000        3651602.0
11:02:18.958 INFO  ProgressMeter -           2:43827568             93.6             341684000        3651519.5
11:02:28.962 INFO  ProgressMeter -           2:46067707             93.7             342290000        3651489.3
11:02:38.972 INFO  ProgressMeter -           2:48312736             93.9             342897000        3651466.0
11:02:48.982 INFO  ProgressMeter -           2:50686537             94.1             343509000        3651495.9
11:02:58.985 INFO  ProgressMeter -           2:53112712             94.2             344110000        3651413.5
11:03:08.991 INFO  ProgressMeter -           2:55411939             94.4             344725000        3651478.4
11:03:19.000 INFO  ProgressMeter -           2:57760547             94.6             345339000        3651529.3
11:03:29.007 INFO  ProgressMeter -           2:60081559             94.7             345953000        3651581.9
11:03:39.012 INFO  ProgressMeter -           2:62324175             94.9             346564000        3651604.0
11:03:49.020 INFO  ProgressMeter -           2:64567656             95.1             347177000        3651645.2
11:03:59.020 INFO  ProgressMeter -           2:66823007             95.2             347788000        3651670.3
11:04:09.035 INFO  ProgressMeter -           2:69098184             95.4             348401000        3651706.7
11:04:19.036 INFO  ProgressMeter -           2:71321234             95.6             349007000        3651678.7
11:04:29.039 INFO  ProgressMeter -           2:73575470             95.7             349616000        3651680.8
11:04:39.056 INFO  ProgressMeter -           2:75773853             95.9             350220000        3651621.9
11:04:49.057 INFO  ProgressMeter -           2:78145633             96.1             350821000        3651542.2
11:04:59.063 INFO  ProgressMeter -           2:80537278             96.2             351415000        3651386.8
11:05:09.075 INFO  ProgressMeter -           2:82960202             96.4             352018000        3651322.1
11:05:19.075 INFO  ProgressMeter -           2:85257460             96.6             352621000        3651264.0
11:05:29.082 INFO  ProgressMeter -           2:87432698             96.7             353226000        3651222.9
11:05:39.095 INFO  ProgressMeter -           2:89830932             96.9             353836000        3651229.9
11:05:49.097 INFO  ProgressMeter -           2:91624416             97.1             354460000        3651388.5
11:05:59.102 INFO  ProgressMeter -           2:93913098             97.2             355066000        3651359.0
11:06:09.101 INFO  ProgressMeter -           2:96255114             97.4             355670000        3651312.2
11:06:19.150 INFO  ProgressMeter -           2:98519267             97.6             356281000        3651306.7
11:06:29.165 INFO  ProgressMeter -          2:100875821             97.7             356900000        3651404.3
11:06:39.168 INFO  ProgressMeter -          2:103204291             97.9             357503000        3651345.6
11:06:49.176 INFO  ProgressMeter -          2:105565493             98.1             358108000        3651304.9
11:06:59.179 INFO  ProgressMeter -          2:107898697             98.2             358711000        3651246.0
11:07:09.180 INFO  ProgressMeter -          2:110164660             98.4             359318000        3651229.7
11:07:19.195 INFO  ProgressMeter -          2:112466842             98.6             359926000        3651215.0
11:07:29.210 INFO  ProgressMeter -          2:114683319             98.7             360532000        3651180.0
11:07:39.217 INFO  ProgressMeter -          2:117077384             98.9             361134000        3651109.7
11:07:49.219 INFO  ProgressMeter -          2:119423933             99.1             361741000        3651093.2
11:07:59.231 INFO  ProgressMeter -          2:121661845             99.2             362343000        3651020.2
11:08:09.231 INFO  ProgressMeter -          2:124008758             99.4             362947000        3650974.9
11:08:19.246 INFO  ProgressMeter -          2:126366989             99.6             363546000        3650870.3
11:08:29.261 INFO  ProgressMeter -          2:128625072             99.7             364157000        3650886.5
11:08:39.276 INFO  ProgressMeter -          2:130931639             99.9             364763000        3650852.5
11:08:49.278 INFO  ProgressMeter -          2:133198938            100.1             365365000        3650786.6
11:08:59.294 INFO  ProgressMeter -          2:135425715            100.2             365971000        3650752.3
11:09:09.303 INFO  ProgressMeter -          2:137720542            100.4             366578000        3650732.3
11:09:19.303 INFO  ProgressMeter -          2:140122699            100.6             367187000        3650737.7
11:09:29.316 INFO  ProgressMeter -          2:142493319            100.7             367791000        3650685.6
11:09:39.318 INFO  ProgressMeter -          2:144784853            100.9             368398000        3650670.1
11:09:49.325 INFO  ProgressMeter -          2:147167193            101.1             369006000        3650661.5
11:09:59.327 INFO  ProgressMeter -          2:149474113            101.2             369613000        3650646.0
11:10:09.333 INFO  ProgressMeter -          2:151803548            101.4             370222000        3650647.9
11:10:19.347 INFO  ProgressMeter -          2:154118961            101.6             370829000        3650625.3
11:10:29.359 INFO  ProgressMeter -          2:156490635            101.7             371439000        3650633.5
11:10:39.369 INFO  ProgressMeter -          2:158781503            101.9             372048000        3650633.0
11:10:49.373 INFO  ProgressMeter -          2:161042923            102.1             372657000        3650636.2
11:10:59.375 INFO  ProgressMeter -          2:163365578            102.2             373268000        3650660.6
11:11:09.385 INFO  ProgressMeter -          2:165811227            102.4             373884000        3650727.9
11:11:19.394 INFO  ProgressMeter -          2:168185791            102.6             374496000        3650757.7
11:11:29.397 INFO  ProgressMeter -          2:170463806            102.7             375108000        3650789.8
11:11:39.403 INFO  ProgressMeter -          2:172716730            102.9             375722000        3650840.0
11:11:49.404 INFO  ProgressMeter -          2:174977421            103.1             376329000        3650825.1
11:11:59.409 INFO  ProgressMeter -          2:177250948            103.2             376936000        3650807.9
11:12:09.414 INFO  ProgressMeter -          2:179529414            103.4             377544000        3650801.0
11:12:19.424 INFO  ProgressMeter -          2:181802310            103.6             378152000        3650790.1
11:12:29.438 INFO  ProgressMeter -          2:184123729            103.7             378758000        3650758.1
11:12:39.441 INFO  ProgressMeter -          2:186489394            103.9             379366000        3650751.9
11:12:49.441 INFO  ProgressMeter -          2:188839690            104.1             379972000        3650728.3
11:12:59.444 INFO  ProgressMeter -          2:191057743            104.2             380567000        3650597.5
11:13:09.458 INFO  ProgressMeter -          2:193361317            104.4             381177000        3650604.3
11:13:19.465 INFO  ProgressMeter -          2:195740623            104.6             381792000        3650663.0
11:13:29.471 INFO  ProgressMeter -          2:198018618            104.7             382409000        3650741.2
11:13:39.479 INFO  ProgressMeter -          2:200311033            104.9             383011000        3650675.1
11:13:49.484 INFO  ProgressMeter -          2:202536958            105.1             383608000        3650563.2
11:13:59.497 INFO  ProgressMeter -          2:204793281            105.2             384208000        3650475.7
11:14:09.513 INFO  ProgressMeter -          2:207052057            105.4             384801000        3650320.2
11:14:19.514 INFO  ProgressMeter -          2:209322097            105.6             385400000        3650230.7
11:14:29.528 INFO  ProgressMeter -          2:211664006            105.7             385997000        3650115.1
11:14:39.532 INFO  ProgressMeter -          2:213951746            105.9             386606000        3650119.0
11:14:49.536 INFO  ProgressMeter -          2:216233438            106.1             387212000        3650094.5
11:14:59.548 INFO  ProgressMeter -          2:218478098            106.2             387817000        3650056.1
11:15:09.563 INFO  ProgressMeter -          2:220735805            106.4             388423000        3650025.5
11:15:19.564 INFO  ProgressMeter -          2:223055317            106.6             389031000        3650021.8
11:15:29.569 INFO  ProgressMeter -          2:225361947            106.7             389635000        3649978.3
11:15:39.569 INFO  ProgressMeter -          2:227651939            106.9             390238000        3649928.4
11:15:49.573 INFO  ProgressMeter -          2:229955278            107.1             390847000        3649932.5
11:15:59.580 INFO  ProgressMeter -          2:232177622            107.3             391456000        3649934.9
11:16:09.590 INFO  ProgressMeter -          2:234401620            107.4             392065000        3649935.5
11:16:19.595 INFO  ProgressMeter -          2:236701698            107.6             392669000        3649892.5
11:16:29.611 INFO  ProgressMeter -          2:238932063            107.8             393277000        3649880.5
11:16:39.622 INFO  ProgressMeter -          2:241096283            107.9             393886000        3649881.3
11:16:49.632 INFO  ProgressMeter -           20:1120146            108.1             394501000        3649936.9
11:16:59.633 INFO  ProgressMeter -           20:3408128            108.3             395111000        3649951.9
11:17:09.641 INFO  ProgressMeter -           20:5660469            108.4             395719000        3649944.4
11:17:19.643 INFO  ProgressMeter -           20:7953964            108.6             396321000        3649885.0
11:17:29.656 INFO  ProgressMeter -          20:10330637            108.8             396926000        3649847.3
11:17:39.671 INFO  ProgressMeter -          20:12784624            108.9             397550000        3649983.0
11:17:49.685 INFO  ProgressMeter -          20:15053704            109.1             398139000        3649797.9
11:17:59.699 INFO  ProgressMeter -          20:17405482            109.3             398743000        3649750.8
11:18:09.708 INFO  ProgressMeter -          20:19671054            109.4             399343000        3649670.0
11:18:19.716 INFO  ProgressMeter -          20:21990631            109.6             399950000        3649653.9
11:18:29.729 INFO  ProgressMeter -          20:24328609            109.8             400553000        3649598.6
11:18:39.738 INFO  ProgressMeter -          20:26503112            109.9             401159000        3649573.0
11:18:49.744 INFO  ProgressMeter -          20:27564359            110.1             401769000        3649585.5
11:18:59.745 INFO  ProgressMeter -          20:28635078            110.3             402369000        3649510.0
11:19:09.760 INFO  ProgressMeter -          20:30219173            110.4             402967000        3649408.9
11:19:19.775 INFO  ProgressMeter -          20:31241610            110.6             403617000        3649778.3
11:19:29.790 INFO  ProgressMeter -          20:33317873            110.8             404230000        3649812.5
11:19:39.810 INFO  ProgressMeter -          20:35572137            110.9             404843000        3649843.9
11:19:49.812 INFO  ProgressMeter -          20:37812269            111.1             405457000        3649894.1
11:19:59.813 INFO  ProgressMeter -          20:40076175            111.3             406070000        3649935.6
11:20:09.816 INFO  ProgressMeter -          20:42337810            111.4             406677000        3649922.1
11:20:19.819 INFO  ProgressMeter -          20:44599001            111.6             407281000        3649881.8
11:20:29.824 INFO  ProgressMeter -          20:46837109            111.8             407891000        3649894.1
11:20:39.824 INFO  ProgressMeter -          20:49059402            111.9             408503000        3649927.1
11:20:49.830 INFO  ProgressMeter -          20:51269921            112.1             409107000        3649885.3
11:20:59.830 INFO  ProgressMeter -          20:53529759            112.3             409712000        3649855.7
11:21:09.838 INFO  ProgressMeter -          20:55781457            112.4             410311000        3649768.6
11:21:19.838 INFO  ProgressMeter -          20:58017090            112.6             410913000        3649712.7
11:21:29.838 INFO  ProgressMeter -          20:60282655            112.8             411525000        3649745.6
11:21:39.859 INFO  ProgressMeter -          20:62586218            112.9             412158000        3649953.1
11:21:49.861 INFO  ProgressMeter -           21:5369908            113.1             412769000        3649975.7
11:21:59.867 INFO  ProgressMeter -           21:8214760            113.3             413381000        3650005.4
11:22:09.878 INFO  ProgressMeter -           21:8257302            113.4             413981000        3649925.5
11:22:19.886 INFO  ProgressMeter -           21:8433704            113.6             414583000        3649866.1
11:22:29.892 INFO  ProgressMeter -           21:9071693            113.8             415184000        3649798.1
11:22:39.903 INFO  ProgressMeter -          21:10431725            113.9             415790000        3649772.0
11:22:49.903 INFO  ProgressMeter -          21:12146070            114.1             416417000        3649936.0
11:22:59.907 INFO  ProgressMeter -          21:14645982            114.3             417023000        3649913.5
11:23:09.917 INFO  ProgressMeter -          21:16960453            114.4             417625000        3649853.0
11:23:19.920 INFO  ProgressMeter -          21:19370423            114.6             418232000        3649840.5
11:23:29.930 INFO  ProgressMeter -          21:21840284            114.8             418843000        3649858.1
11:23:39.943 INFO  ProgressMeter -          21:24255791            114.9             419449000        3649831.2
11:23:49.950 INFO  ProgressMeter -          21:26504121            115.1             420053000        3649790.1
11:23:59.959 INFO  ProgressMeter -          21:28803253            115.3             420653000        3649713.8
11:24:09.959 INFO  ProgressMeter -          21:31104903            115.4             421258000        3649684.8
11:24:19.959 INFO  ProgressMeter -          21:33342762            115.6             421859000        3649621.9
11:24:29.967 INFO  ProgressMeter -          21:35661662            115.8             422470000        3649641.2
11:24:39.972 INFO  ProgressMeter -          21:37919356            115.9             423077000        3649627.6
11:24:49.975 INFO  ProgressMeter -          21:40242873            116.1             423685000        3649623.7
11:24:59.975 INFO  ProgressMeter -          21:42481878            116.3             424295000        3649638.6
11:25:09.990 INFO  ProgressMeter -          21:44937038            116.4             424909000        3649679.9
11:25:19.995 INFO  ProgressMeter -          22:10749573            116.6             425525000        3649743.6
11:25:30.009 INFO  ProgressMeter -          22:12581328            116.8             426135000        3649750.9
11:25:40.012 INFO  ProgressMeter -          22:15279214            116.9             426741000        3649729.7
11:25:50.018 INFO  ProgressMeter -          22:17267916            117.1             427368000        3649886.4
11:26:00.025 INFO  ProgressMeter -          22:19570237            117.3             427983000        3649939.8
11:26:10.033 INFO  ProgressMeter -          22:21723480            117.4             428590000        3649924.4
11:26:20.044 INFO  ProgressMeter -          22:24437069            117.6             429202000        3649950.0
11:26:30.052 INFO  ProgressMeter -          22:26741229            117.8             429828000        3650096.5
11:26:40.052 INFO  ProgressMeter -          22:28985174            117.9             430431000        3650050.6
11:26:50.062 INFO  ProgressMeter -          22:31187848            118.1             431036000        3650017.1
11:27:00.077 INFO  ProgressMeter -          22:33408238            118.3             431632000        3649905.1
11:27:10.082 INFO  ProgressMeter -          22:35676379            118.4             432238000        3649883.0
11:27:20.095 INFO  ProgressMeter -          22:37860221            118.6             432842000        3649839.9
11:27:30.095 INFO  ProgressMeter -          22:40032792            118.8             433449000        3649828.9
11:27:40.096 INFO  ProgressMeter -          22:42249135            118.9             434060000        3649851.6
11:27:50.096 INFO  ProgressMeter -          22:44439098            119.1             434671000        3649873.7
11:28:00.106 INFO  ProgressMeter -          22:46621943            119.3             435278000        3649857.6
11:28:10.107 INFO  ProgressMeter -          22:48828839            119.4             435882000        3649821.0
11:28:20.111 INFO  ProgressMeter -             3:133626            119.6             436486000        3649783.5
11:28:30.121 INFO  ProgressMeter -            3:2510056            119.8             437089000        3649733.7
11:28:40.134 INFO  ProgressMeter -            3:4795270            119.9             437693000        3649691.3
11:28:50.143 INFO  ProgressMeter -            3:7098064            120.1             438298000        3649659.4
11:29:00.148 INFO  ProgressMeter -            3:9350440            120.3             438891000        3649529.9
11:29:10.161 INFO  ProgressMeter -           3:11575733            120.4             439498000        3649512.9
11:29:20.164 INFO  ProgressMeter -           3:13804118            120.6             440108000        3649525.8
11:29:30.179 INFO  ProgressMeter -           3:16047887            120.8             440722000        3649565.9
11:29:40.183 INFO  ProgressMeter -           3:18262580            120.9             441325000        3649520.4
11:29:50.190 INFO  ProgressMeter -           3:20576408            121.1             441928000        3649473.5
11:30:00.202 INFO  ProgressMeter -           3:22918033            121.3             442531000        3649424.2
11:30:10.204 INFO  ProgressMeter -           3:25204479            121.4             443137000        3649404.7
11:30:20.219 INFO  ProgressMeter -           3:27612921            121.6             443752000        3649452.9
11:30:30.231 INFO  ProgressMeter -           3:30000913            121.8             444362000        3649461.3
11:30:40.242 INFO  ProgressMeter -           3:32372080            121.9             444983000        3649560.5
11:30:50.246 INFO  ProgressMeter -           3:34692940            122.1             445599000        3649621.9
11:31:00.257 INFO  ProgressMeter -           3:37051560            122.3             446208000        3649622.4
11:31:10.261 INFO  ProgressMeter -           3:39320924            122.4             446818000        3649634.5
11:31:20.264 INFO  ProgressMeter -           3:41633123            122.6             447432000        3649679.7
11:31:30.271 INFO  ProgressMeter -           3:43900683            122.8             448036000        3649641.9
11:31:40.275 INFO  ProgressMeter -           3:46143621            122.9             448642000        3649620.9
11:31:50.285 INFO  ProgressMeter -           3:48361932            123.1             449249000        3649606.2
11:32:00.285 INFO  ProgressMeter -           3:50518942            123.3             449856000        3649595.4
11:32:10.324 INFO  ProgressMeter -           3:52745603            123.4             450470000        3649622.6
11:32:20.328 INFO  ProgressMeter -           3:54977874            123.6             451076000        3649602.3
11:32:30.331 INFO  ProgressMeter -           3:57265991            123.8             451687000        3649622.9
11:32:40.331 INFO  ProgressMeter -           3:59532154            123.9             452295000        3649620.7
11:32:50.331 INFO  ProgressMeter -           3:61876082            124.1             452904000        3649626.6
11:33:00.340 INFO  ProgressMeter -           3:64268349            124.3             453510000        3649603.9
11:33:10.342 INFO  ProgressMeter -           3:66665497            124.4             454118000        3649600.8
11:33:20.351 INFO  ProgressMeter -           3:69032661            124.6             454726000        3649594.2
11:33:30.356 INFO  ProgressMeter -           3:71388110            124.8             455338000        3649621.7
11:33:40.362 INFO  ProgressMeter -           3:73654605            124.9             455948000        3649632.7
11:33:50.376 INFO  ProgressMeter -           3:75813563            125.1             456553000        3649599.7
11:34:00.384 INFO  ProgressMeter -           3:78272219            125.3             457164000        3649617.6
11:34:10.397 INFO  ProgressMeter -           3:80722091            125.4             457773000        3649617.2
11:34:20.400 INFO  ProgressMeter -           3:83092231            125.6             458379000        3649597.6
11:34:30.411 INFO  ProgressMeter -           3:85532144            125.8             458982000        3649550.4
11:34:40.418 INFO  ProgressMeter -           3:87963596            125.9             459592000        3649560.9
11:34:50.427 INFO  ProgressMeter -           3:90383680            126.1             460201000        3649562.4
11:35:00.439 INFO  ProgressMeter -           3:92442809            126.3             460805000        3649522.9
11:35:10.440 INFO  ProgressMeter -           3:93470380            126.4             461411000        3649504.6
11:35:20.442 INFO  ProgressMeter -           3:93470481            126.6             462007000        3649406.8
11:35:30.456 INFO  ProgressMeter -           3:93470563            126.8             462605000        3649319.4
11:35:40.468 INFO  ProgressMeter -           3:93470673            126.9             463209000        3649280.4
11:35:50.477 INFO  ProgressMeter -           3:95041928            127.1             463819000        3649290.1
11:36:00.482 INFO  ProgressMeter -           3:97446690            127.3             464424000        3649263.0
11:36:10.482 INFO  ProgressMeter -           3:99748085            127.4             465030000        3649245.2
11:36:20.492 INFO  ProgressMeter -          3:102014972            127.6             465637000        3649230.9
11:36:30.509 INFO  ProgressMeter -          3:104325129            127.8             466233000        3649127.3
11:36:40.517 INFO  ProgressMeter -             unmapped            127.9             466836000        3649082.9
11:36:50.529 INFO  ProgressMeter -          3:108916873            128.1             467441000        3649052.9
11:37:00.528 INFO  ProgressMeter -          3:111254894            128.3             468042000        3648997.0
11:37:10.544 INFO  ProgressMeter -          3:113479931            128.4             468643000        3648934.1
11:37:20.544 INFO  ProgressMeter -          3:115730511            128.6             469249000        3648916.8
11:37:30.558 INFO  ProgressMeter -          3:118084318            128.8             469856000        3648901.3
11:37:40.569 INFO  ProgressMeter -          3:120321798            128.9             470460000        3648863.9
11:37:50.575 INFO  ProgressMeter -          3:122556492            129.1             471066000        3648844.4
11:38:00.584 INFO  ProgressMeter -          3:124760865            129.3             471666000        3648777.2
11:38:10.595 INFO  ProgressMeter -          3:126938445            129.4             472265000        3648701.5
11:38:20.611 INFO  ProgressMeter -          3:129119484            129.6             472871000        3648678.2
11:38:30.619 INFO  ProgressMeter -          3:131414134            129.8             473478000        3648665.8
11:38:40.626 INFO  ProgressMeter -          3:133656459            129.9             474078000        3648599.7
11:38:50.633 INFO  ProgressMeter -          3:135919070            130.1             474682000        3648564.9
11:39:00.633 INFO  ProgressMeter -          3:138238193            130.3             475290000        3648564.2
